,next_turn,move_count,last_move_player,last_move_position,line_counts_competitor_4,line_counts_competitor_5,line_counts_player_4,line_counts_player_5,next_move
0,0,5,0,55,0,0,0,0,0
0,1,6,1,68,0,0,0,0,0
0,1,7,0,96,0,0,0,0,0
0,0,8,1,65,0,0,0,0,0
0,0,9,0,97,0,0,0,0,0
0,1,10,1,64,0,0,0,0,0
0,1,11,0,44,0,0,0,0,0
0,0,12,1,74,0,0,0,0,0
0,0,13,0,56,0,0,0,0,1
0,1,14,1,53,1,0,1,0,0
0,1,15,0,80,1,0,1,0,0
0,0,16,1,89,0,0,1,0,0
0,0,17,0,62,0,0,1,0,1
0,1,18,1,52,0,1,0,1,2
0,1,19,0,51,0,1,0,1,0
0,0,20,1,42,0,0,0,1,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,21,0,0,0,0,0
0,0,3,0,55,0,0,0,0,0
0,0,4,1,44,0,0,0,0,0
0,1,5,0,54,0,0,0,0,0
0,1,6,1,64,0,0,0,0,0
0,0,7,0,63,0,0,0,0,0
0,0,8,1,46,0,0,0,0,1
0,1,9,0,47,1,0,1,0,0
0,1,10,1,69,1,0,1,0,2
0,0,11,0,48,0,0,1,0,0
0,0,12,1,0,0,0,1,0,1
0,1,13,0,43,0,1,0,1,0
0,1,14,1,95,0,1,0,1,0
0,0,15,0,41,0,0,0,1,0
0,0,16,1,83,0,0,0,1,0
0,1,17,0,25,0,1,0,1,0
0,1,18,1,65,0,1,0,1,1
0,0,19,0,66,1,0,0,1,1
0,1,1,0,44,0,0,0,0,0
0,1,2,1,45,0,0,0,0,0
0,0,3,0,55,0,0,0,0,0
0,0,4,1,59,0,0,0,0,0
0,1,5,0,35,0,0,0,0,0
0,1,6,1,99,0,0,0,0,0
0,0,7,0,36,0,0,0,0,0
0,0,8,1,29,0,0,0,0,0
0,1,9,0,54,0,0,0,0,0
0,1,10,1,65,0,0,0,0,0
0,0,11,0,34,0,0,0,0,0
0,0,12,1,23,0,0,0,0,0
0,1,13,0,26,0,0,0,0,0
0,1,14,1,85,0,0,0,0,1
0,0,15,0,75,0,1,0,0,1
0,0,16,1,53,0,1,1,0,2
0,1,17,0,95,1,0,1,0,2
0,1,18,1,62,1,0,1,0,0
0,0,19,0,13,0,1,1,0,1
0,0,20,1,17,0,1,0,1,0
0,1,21,0,66,0,1,0,1,2
0,1,22,1,8,0,1,0,1,0
0,0,23,0,86,0,1,0,1,0
0,0,24,1,79,0,1,0,1,0
0,1,25,0,5,0,1,0,1,0
0,1,26,1,56,0,1,0,1,1
0,0,27,0,67,1,1,0,1,0
0,0,28,1,39,1,1,0,1,2
0,1,29,0,78,0,1,0,1,0
0,1,30,1,57,0,1,0,1,0
0,0,31,0,47,1,1,0,1,1
0,0,32,1,49,1,1,0,1,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,66,0,0,0,0,0
0,1,3,0,44,0,0,0,0,0
0,0,4,1,54,0,0,0,0,0
0,0,5,0,55,0,0,0,0,0
0,1,6,1,34,0,0,0,0,0
0,1,7,0,64,0,0,0,0,0
0,0,8,1,77,0,0,0,0,0
0,0,9,0,35,0,0,0,0,0
0,1,10,1,94,0,0,0,0,2
0,1,11,0,65,0,0,0,0,0
0,0,12,1,87,0,0,0,0,0
0,0,13,0,33,0,0,0,0,0
0,1,14,1,58,0,0,0,0,2
0,1,15,0,32,0,0,0,0,1
0,0,16,1,43,1,0,0,0,2
0,0,17,0,21,1,0,0,0,2
0,1,18,1,76,0,0,0,0,0
0,1,19,0,67,0,0,0,0,1
0,0,20,1,57,1,0,0,0,2
0,0,21,0,47,1,0,0,0,0
0,1,22,1,4,0,0,0,0,1
0,1,23,0,74,0,0,0,0,0
0,0,24,1,68,1,0,0,0,2
0,0,25,0,84,1,0,0,0,0
0,1,26,1,38,0,0,0,0,0
0,1,27,0,60,0,0,0,0,0
0,0,28,1,56,1,0,0,0,1
0,0,29,0,36,1,0,1,0,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,44,0,0,0,0,0
0,1,3,0,43,0,0,0,0,0
0,0,4,1,18,0,0,0,0,0
0,0,5,0,54,0,0,0,0,0
0,1,6,1,34,0,0,0,0,2
0,1,7,0,64,0,0,0,0,2
0,0,8,1,24,0,0,0,0,0
0,0,9,0,63,0,0,0,0,0
0,1,10,1,55,0,0,0,0,0
0,1,11,0,33,0,0,0,0,0
0,0,12,1,84,0,0,0,0,1
0,0,13,0,36,0,0,1,0,1
0,1,14,1,72,0,1,0,1,2
0,1,15,0,81,0,1,0,1,0
0,0,16,1,73,0,0,0,1,0
0,0,17,0,53,0,0,0,1,1
0,1,18,1,52,0,1,0,1,0
0,1,19,0,40,0,1,0,1,2
0,0,20,1,51,0,0,0,1,2
0,0,21,0,62,0,0,0,1,1
0,1,22,1,42,0,1,0,1,0
0,1,23,0,91,0,1,0,1,0
0,0,24,1,95,0,0,0,1,1
0,0,25,0,71,0,0,0,1,1
0,1,26,1,35,0,1,0,1,1
0,1,27,0,82,0,1,0,1,0
0,0,28,1,15,1,0,0,1,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,55,0,0,0,0,0
0,0,3,0,44,0,0,0,0,0
0,0,4,1,34,0,0,0,0,0
0,1,5,0,33,0,0,0,0,0
0,1,6,1,56,0,0,0,0,0
0,0,7,0,36,0,0,0,0,0
0,0,8,1,54,0,0,0,0,0
0,1,9,0,66,0,0,0,0,0
0,1,10,1,41,0,0,0,0,0
0,0,11,0,17,0,0,0,0,0
0,0,12,1,43,0,0,0,0,0
0,1,13,0,63,0,0,0,0,2
0,1,14,1,53,0,0,0,0,0
0,0,15,0,35,0,0,0,0,2
0,0,16,1,26,0,0,0,0,0
0,1,17,0,65,0,0,0,0,1
0,1,18,1,62,0,0,0,0,0
0,0,19,0,24,1,0,0,0,0
0,0,20,1,8,1,0,0,0,1
0,1,21,0,32,1,0,1,0,1
0,1,22,1,71,1,0,1,0,1
0,1,1,0,56,0,0,0,0,0
0,1,2,1,0,0,0,0,0,0
0,1,3,0,55,0,0,0,0,0
0,0,4,1,45,0,0,0,0,0
0,0,5,0,65,0,0,0,0,0
0,1,6,1,99,0,0,0,0,0
0,1,7,0,35,0,0,0,0,0
0,0,8,1,69,0,0,0,0,0
0,0,9,0,23,0,0,0,0,0
0,1,10,1,66,0,0,0,0,0
0,1,11,0,64,0,0,0,0,0
0,0,12,1,19,0,0,0,0,0
0,0,13,0,3,0,0,0,0,0
0,1,14,1,13,0,0,0,0,0
0,1,15,0,46,0,0,0,0,1
0,0,16,1,37,1,0,0,0,2
0,0,17,0,28,1,0,0,0,0
0,1,18,1,1,0,0,0,0,1
0,1,19,0,73,0,0,0,0,1
0,1,1,0,54,0,0,0,0,0
0,1,2,1,55,0,0,0,0,0
0,1,3,0,56,0,0,0,0,0
0,0,4,1,66,0,0,0,0,0
0,0,5,0,46,0,0,0,0,0
0,1,6,1,45,0,0,0,0,0
0,1,7,0,27,0,0,0,0,0
0,0,8,1,65,0,0,0,0,0
0,0,9,0,34,0,0,0,0,0
0,1,10,1,31,0,0,0,0,0
0,1,11,0,64,0,0,0,0,0
0,0,12,1,33,0,0,0,0,0
0,0,13,0,44,0,0,0,0,1
0,1,14,1,47,1,0,1,0,2
0,1,15,0,48,1,0,1,0,0
0,0,16,1,81,0,0,1,0,0
0,0,17,0,68,0,0,1,0,2
0,1,18,1,63,1,0,1,0,0
0,1,19,0,71,1,0,1,0,0
0,0,20,1,15,0,0,1,0,1
0,0,21,0,43,0,0,0,1,1
0,1,1,0,67,0,0,0,0,0
0,1,2,1,45,0,0,0,0,0
0,1,3,0,66,0,0,0,0,0
0,0,4,1,21,0,0,0,0,0
0,0,5,0,56,0,0,0,0,1
0,1,6,1,34,1,0,1,0,2
0,1,7,0,23,1,0,1,0,2
0,0,8,1,78,0,0,1,0,0
0,0,9,0,98,0,0,1,0,0
0,1,10,1,44,1,0,1,0,0
0,1,11,0,65,1,0,1,0,0
0,0,12,1,24,0,0,1,0,0
0,0,13,0,60,0,0,1,0,0
0,1,14,1,94,1,0,1,0,0
0,1,15,0,43,1,0,1,0,0
0,0,16,1,76,0,0,1,0,2
0,0,17,0,54,0,0,1,0,0
0,1,18,1,40,1,0,1,0,2
0,1,19,0,64,1,0,1,0,1
0,0,20,1,63,1,0,1,0,0
0,0,21,0,53,1,0,1,0,1
0,1,22,1,55,1,0,1,0,1
0,1,23,0,62,1,0,1,0,1
0,1,1,0,58,0,0,0,0,0
0,1,2,1,5,0,0,0,0,0
0,1,3,0,55,0,0,0,0,0
0,0,4,1,45,0,0,0,0,0
0,0,5,0,44,0,0,0,0,0
0,1,6,1,66,0,0,0,0,0
0,1,7,0,54,0,0,0,0,0
0,0,8,1,35,0,0,0,0,2
0,0,9,0,65,0,0,0,0,0
0,1,10,1,63,0,0,0,0,0
0,1,11,0,53,0,0,0,0,0
0,0,12,1,51,0,0,0,0,0
0,0,13,0,85,0,0,0,0,2
0,1,14,1,52,0,0,0,0,0
0,1,15,0,62,0,0,0,0,1
0,0,16,1,25,1,0,0,0,2
0,0,17,0,56,1,0,0,0,2
0,1,18,1,15,0,0,0,0,0
0,1,19,0,46,0,0,0,0,0
0,0,20,1,11,1,0,0,0,1
0,0,21,0,64,1,0,1,0,0
0,1,22,1,68,1,0,1,0,0
0,1,23,0,24,1,0,1,0,0
0,0,24,1,73,1,0,1,0,0
0,0,25,0,95,1,0,1,0,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,93,0,0,0,0,0
0,1,3,0,56,0,0,0,0,0
0,0,4,1,66,0,0,0,0,0
0,0,5,0,46,0,0,0,0,0
0,1,6,1,44,0,0,0,0,0
0,1,7,0,55,0,0,0,0,0
0,0,8,1,91,0,0,0,0,1
0,0,9,0,43,0,0,1,0,0
0,1,10,1,12,1,0,1,0,0
0,1,11,0,3,1,0,1,0,2
0,0,12,1,42,0,0,1,0,1
0,0,13,0,47,0,0,0,1,0
0,1,14,1,39,0,1,0,1,0
0,1,15,0,54,0,1,0,1,0
0,0,16,1,61,0,0,0,1,1
0,1,1,0,54,0,0,0,0,0
0,1,2,1,45,0,0,0,0,0
0,0,3,0,11,0,0,0,0,0
0,0,4,1,44,0,0,0,0,0
0,1,5,0,34,0,0,0,0,2
0,1,6,1,64,0,0,0,0,2
0,0,7,0,24,0,0,0,0,0
0,0,8,1,91,0,0,0,0,0
0,1,9,0,17,0,0,0,0,0
0,1,10,1,55,0,0,0,0,0
0,0,11,0,35,0,0,0,0,2
0,0,12,1,25,0,0,0,0,2
0,1,13,0,65,0,0,0,0,0
0,1,14,1,46,0,0,0,0,0
0,0,15,0,43,0,0,0,0,0
0,0,16,1,68,0,0,0,0,0
0,1,17,0,14,0,0,0,0,1
0,1,18,1,37,0,0,0,0,1
0,0,19,0,28,0,1,0,0,2
0,0,20,1,73,0,1,0,0,0
0,1,21,0,31,0,0,0,0,1
0,1,1,0,43,0,0,0,0,0
0,1,2,1,70,0,0,0,0,0
0,0,3,0,44,0,0,0,0,0
0,0,4,1,54,0,0,0,0,0
0,1,5,0,55,0,0,0,0,0
0,1,6,1,53,0,0,0,0,0
0,0,7,0,35,0,0,0,0,0
0,0,8,1,56,0,0,0,0,1
0,1,9,0,57,1,0,1,0,1
0,1,10,1,62,1,0,1,0,1
0,0,11,0,26,0,1,1,0,0
0,0,12,1,30,0,1,1,0,1
0,1,13,0,58,0,1,0,1,0
0,1,14,1,94,0,1,0,1,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,34,0,0,0,0,0
0,1,3,0,53,0,0,0,0,0
0,0,4,1,33,0,0,0,0,0
0,0,5,0,56,0,0,0,0,1
0,1,6,1,23,1,0,1,0,0
0,1,7,0,82,1,0,1,0,0
0,0,8,1,50,0,0,1,0,0
0,0,9,0,54,0,0,1,0,1
0,1,10,1,67,0,1,0,1,0
0,1,11,0,62,0,1,0,1,0
0,0,12,1,0,0,0,0,1,1
0,1,1,0,20,0,0,0,0,0
0,1,2,1,54,0,0,0,0,0
0,0,3,0,55,0,0,0,0,0
0,0,4,1,53,0,0,0,0,0
0,1,5,0,64,0,0,0,0,0
0,1,6,1,99,0,0,0,0,0
0,0,7,0,66,0,0,0,0,0
0,0,8,1,43,0,0,0,0,0
0,1,9,0,63,0,0,0,0,2
0,1,10,1,33,0,0,0,0,1
0,0,11,0,44,1,0,0,0,0
0,0,12,1,11,1,0,0,0,0
0,1,13,0,28,0,0,0,0,0
0,1,14,1,88,0,0,0,0,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,63,0,0,0,0,0
0,1,3,0,50,0,0,0,0,0
0,0,4,1,56,0,0,0,0,0
0,0,5,0,54,0,0,0,0,0
0,1,6,1,12,0,0,0,0,2
0,1,7,0,36,0,0,0,0,0
0,0,8,1,46,0,0,0,0,0
0,0,9,0,55,0,0,0,0,0
0,1,10,1,0,0,0,0,0,1
0,1,11,0,66,0,0,0,0,1
0,0,12,1,26,0,1,0,0,2
0,0,13,0,16,0,1,0,0,2
0,1,14,1,76,0,0,0,0,0
0,1,15,0,98,0,0,0,0,0
0,0,16,1,14,0,1,0,0,1
0,0,17,0,72,0,1,1,0,0
0,1,18,1,59,1,0,1,0,0
0,1,19,0,9,1,0,1,0,0
0,0,20,1,65,0,1,1,0,0
0,0,21,0,7,0,1,1,0,0
0,1,22,1,43,1,0,1,0,2
0,1,23,0,81,1,0,1,0,0
0,0,24,1,44,0,1,1,0,0
0,0,25,0,53,0,1,1,0,1
0,1,26,1,73,1,0,1,0,0
0,1,27,0,13,1,0,1,0,0
0,0,28,1,87,0,1,1,0,0
0,0,29,0,69,0,1,1,0,1
0,1,30,1,33,0,1,0,1,0
0,1,31,0,89,0,1,0,1,0
0,0,32,1,1,0,1,0,1,1
0,1,1,0,36,0,0,0,0,0
0,1,2,1,54,0,0,0,0,0
0,0,3,0,44,0,0,0,0,0
0,0,4,1,34,0,0,0,0,0
0,1,5,0,35,0,0,0,0,2
0,1,6,1,33,0,0,0,0,0
0,0,7,0,64,0,0,0,0,0
0,0,8,1,55,0,0,0,0,0
0,1,9,0,45,0,0,0,0,1
0,1,10,1,74,0,0,0,0,1
0,0,11,0,84,0,1,0,0,2
0,0,12,1,94,0,1,0,0,1
0,1,13,0,25,1,0,1,0,2
0,1,14,1,15,1,0,1,0,0
0,0,15,0,58,0,1,1,0,0
0,0,16,1,75,0,1,1,0,0
0,1,17,0,41,1,0,1,0,2
0,1,18,1,65,1,0,1,0,0
0,0,19,0,56,0,1,1,0,2
0,0,20,1,83,0,1,1,0,0
0,1,21,0,24,1,0,1,0,2
0,1,22,1,37,1,0,1,0,0
0,0,23,0,71,0,1,1,0,0
0,0,24,1,61,0,1,1,0,0
0,1,25,0,63,1,0,1,0,1
0,1,26,1,47,1,0,1,0,0
0,0,27,0,98,0,1,1,0,2
0,0,28,1,38,0,1,1,0,0
0,1,29,0,57,1,0,1,0,0
0,1,30,1,31,1,0,1,0,0
0,0,31,0,62,0,1,1,0,0
0,0,32,1,23,0,1,1,0,0
0,1,33,0,17,1,0,1,0,0
0,1,34,1,27,1,0,1,0,2
0,0,35,0,22,0,1,1,0,0
0,0,36,1,68,0,1,1,0,0
0,1,37,0,19,1,0,1,0,2
0,1,38,1,46,1,0,1,0,0
0,0,39,0,50,0,1,1,0,0
0,0,40,1,7,0,1,1,0,1
0,1,41,0,12,1,0,1,0,0
0,1,42,1,86,1,0,1,0,0
0,0,43,0,96,0,1,1,0,0
0,0,44,1,66,0,1,1,0,0
0,1,45,0,85,1,0,1,0,1
0,1,46,1,11,1,0,1,0,0
0,0,47,0,43,1,1,1,0,1
0,0,48,1,48,1,1,1,0,2
0,1,49,0,76,1,0,1,0,1
0,1,50,1,32,1,0,1,0,1
0,0,51,0,21,1,1,1,0,1
0,0,52,1,67,1,1,1,0,0
0,1,53,0,78,1,0,1,0,1
0,1,1,0,44,0,0,0,0,0
0,1,2,1,8,0,0,0,0,0
0,0,3,0,51,0,0,0,0,0
0,0,4,1,41,0,0,0,0,0
0,1,5,0,45,0,0,0,0,0
0,1,6,1,43,0,0,0,0,0
0,0,7,0,33,0,0,0,0,0
0,0,8,1,54,0,0,0,0,0
0,1,9,0,6,0,0,0,0,0
0,1,10,1,64,0,0,0,0,0
0,0,11,0,68,0,0,0,0,0
0,0,12,1,63,0,0,0,0,0
0,1,13,0,52,0,0,0,0,0
0,1,14,1,61,0,0,0,0,0
0,0,15,0,21,0,0,0,0,1
0,0,16,1,36,0,0,1,0,1
0,1,17,0,72,0,1,0,1,2
0,1,18,1,27,0,1,0,1,2
0,0,19,0,81,0,0,0,1,0
0,0,20,1,38,0,0,0,1,0
0,1,21,0,13,0,1,0,1,0
0,1,22,1,15,0,1,0,1,0
0,0,23,0,40,0,0,0,1,0
0,0,24,1,34,0,0,0,1,0
0,1,25,0,35,0,1,0,1,2
0,1,26,1,37,0,1,0,1,0
0,0,27,0,82,0,0,0,1,1
0,0,28,1,24,0,0,1,1,0
0,1,29,0,97,1,1,1,1,0
0,1,30,1,67,1,1,1,1,0
0,0,31,0,42,0,0,1,1,1
0,0,32,1,14,0,0,0,1,0
0,1,33,0,53,0,1,0,1,0
0,1,34,1,69,0,1,0,1,2
0,0,35,0,55,0,0,0,1,1
0,1,1,0,55,0,0,0,0,0
0,1,2,1,54,0,0,0,0,0
0,0,3,0,44,0,0,0,0,0
0,0,4,1,45,0,0,0,0,0
0,1,5,0,34,0,0,0,0,0
0,1,6,1,86,0,0,0,0,0
0,0,7,0,35,0,0,0,0,0
0,0,8,1,46,0,0,0,0,0
0,1,9,0,66,0,0,0,0,0
0,1,10,1,64,0,0,0,0,1
0,0,11,0,74,1,0,0,0,2
0,0,12,1,84,1,0,0,0,0
0,1,13,0,56,0,0,0,0,0
0,1,14,1,26,0,0,0,0,0
0,0,15,0,30,1,0,0,0,0
0,0,16,1,75,1,0,0,0,0
0,1,17,0,48,0,0,0,0,2
0,1,18,1,23,0,0,0,0,0
0,0,19,0,77,1,0,0,0,1
0,0,20,1,57,1,0,0,1,2
0,1,21,0,53,0,1,0,1,2
0,1,22,1,47,0,1,0,1,0
0,0,23,0,83,1,0,0,1,1
0,0,24,1,76,1,0,1,1,1
0,1,1,0,59,0,0,0,0,0
0,1,2,1,44,0,0,0,0,0
0,1,3,0,45,0,0,0,0,0
0,0,4,1,34,0,0,0,0,0
0,0,5,0,56,0,0,0,0,0
0,1,6,1,55,0,0,0,0,0
0,1,7,0,54,0,0,0,0,0
0,0,8,1,66,0,0,0,0,0
0,0,9,0,31,0,0,0,0,0
0,1,10,1,36,0,0,0,0,0
0,1,11,0,43,0,0,0,0,0
0,0,12,1,63,0,0,0,0,0
0,0,13,0,64,0,0,0,0,0
0,1,14,1,46,0,0,0,0,0
0,1,15,0,57,0,0,0,0,2
0,0,16,1,26,0,0,0,0,1
0,0,17,0,73,0,0,1,0,1
0,1,18,1,37,0,1,0,1,0
0,1,19,0,86,0,1,0,1,0
0,0,20,1,75,0,0,0,1,1
0,1,1,0,54,0,0,0,0,0
0,1,2,1,55,0,0,0,0,0
0,0,3,0,69,0,0,0,0,0
0,0,4,1,57,0,0,0,0,0
0,1,5,0,44,0,0,0,0,0
0,1,6,1,45,0,0,0,0,0
0,0,7,0,34,0,0,0,0,0
0,0,8,1,64,0,0,0,0,1
0,1,9,0,74,1,0,1,0,2
0,1,10,1,84,1,0,1,0,0
0,0,11,0,65,0,0,1,0,2
0,0,12,1,35,0,0,1,0,0
0,1,13,0,13,1,0,1,0,0
0,1,14,1,1,1,0,1,0,0
0,0,15,0,79,0,0,1,0,0
0,0,16,1,46,0,0,1,0,0
0,1,17,0,20,1,0,1,0,2
0,1,18,1,24,1,0,1,0,1
0,0,19,0,75,1,0,1,0,0
0,0,20,1,39,1,0,1,0,2
0,1,21,0,85,1,0,1,0,2
0,1,22,1,68,1,0,1,0,0
0,0,23,0,95,1,0,1,0,0
0,0,24,1,56,1,0,1,0,0
0,1,25,0,66,1,0,1,0,0
0,1,26,1,41,1,0,1,0,2
0,0,27,0,36,1,0,1,0,0
0,0,28,1,25,1,0,1,0,0
0,1,29,0,31,1,0,1,0,0
0,1,30,1,23,1,0,1,0,0
0,0,31,0,53,1,0,1,0,0
0,0,32,1,14,1,0,1,0,1
0,1,33,0,48,1,0,1,0,0
0,1,34,1,49,1,0,1,0,0
0,0,35,0,15,1,0,1,0,0
0,0,36,1,58,1,0,1,0,0
0,1,37,0,22,1,0,1,0,1
0,1,38,1,12,1,0,1,0,0
0,0,39,0,67,0,1,1,0,0
0,0,40,1,99,0,1,1,0,0
0,1,41,0,33,1,0,1,0,0
0,1,42,1,52,1,0,1,0,0
0,0,43,0,51,0,1,1,0,1
0,0,44,1,76,0,1,1,0,0
0,1,45,0,78,1,0,1,0,0
0,1,46,1,71,1,0,1,0,1
0,0,47,0,61,0,1,1,0,2
0,0,48,1,43,0,1,1,0,2
0,1,49,0,81,1,0,1,0,0
0,1,50,1,18,1,0,1,0,0
0,0,51,0,90,0,1,1,0,1
0,0,52,1,86,0,1,1,1,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,20,0,0,0,0,0
0,1,3,0,22,0,0,0,0,0
0,0,4,1,1,0,0,0,0,0
0,0,5,0,44,0,0,0,0,0
0,1,6,1,54,0,0,0,0,0
0,1,7,0,15,0,0,0,0,0
0,0,8,1,80,0,0,0,0,0
0,0,9,0,98,0,0,0,0,0
0,1,10,1,89,0,0,0,0,0
0,1,11,0,66,0,0,0,0,0
0,0,12,1,30,0,0,0,0,0
0,0,13,0,64,0,0,0,0,1
0,1,14,1,74,1,0,1,0,0
0,1,15,0,71,1,0,1,0,2
0,0,16,1,84,0,0,1,0,1
0,0,17,0,34,0,0,0,1,0
0,1,18,1,28,0,1,0,1,2
0,1,19,0,24,0,1,0,1,0
0,0,20,1,75,0,0,0,1,0
0,0,21,0,33,0,0,0,1,0
0,1,22,1,31,0,1,0,1,1
0,1,23,0,57,0,1,0,1,1
0,0,24,1,48,0,1,0,1,2
0,0,25,0,39,0,1,0,1,2
0,1,26,1,93,0,1,0,1,0
0,1,27,0,35,0,1,0,1,1
0,0,28,1,46,1,1,0,1,0
0,0,29,0,27,1,1,0,1,0
0,1,30,1,95,0,1,0,1,0
0,1,31,0,76,0,1,0,1,0
0,0,32,1,94,1,1,0,1,0
0,0,33,0,51,1,1,0,1,0
0,1,34,1,62,0,1,0,1,1
0,1,35,0,13,0,1,0,1,1
0,1,1,0,54,0,0,0,0,0
0,1,2,1,55,0,0,0,0,0
0,1,3,0,56,0,0,0,0,0
0,0,4,1,66,0,0,0,0,0
0,0,5,0,45,0,0,0,0,0
0,1,6,1,36,0,0,0,0,0
0,1,7,0,43,0,0,0,0,0
0,0,8,1,42,0,0,0,0,0
0,0,9,0,65,0,0,0,0,1
0,1,10,1,75,1,0,1,0,2
0,1,11,0,85,1,0,1,0,0
0,0,12,1,52,0,0,1,0,1
0,0,13,0,63,0,0,1,0,1
0,1,14,1,72,0,1,0,1,0
0,1,15,0,58,0,1,0,1,0
0,0,16,1,90,0,0,0,1,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,44,0,0,0,0,0
0,0,3,0,54,0,0,0,0,0
0,0,4,1,16,0,0,0,0,0
0,1,5,0,90,0,0,0,0,0
0,1,6,1,34,0,0,0,0,1
0,0,7,0,64,1,0,0,0,2
0,0,8,1,24,1,0,0,0,2
0,1,9,0,74,0,0,0,0,0
0,1,10,1,27,0,0,0,0,0
0,0,11,0,14,1,0,0,0,0
0,0,12,1,65,1,0,0,0,0
0,1,13,0,83,0,0,0,0,0
0,1,14,1,55,0,0,0,0,2
0,0,15,0,56,1,0,0,0,0
0,0,16,1,89,1,0,0,0,0
0,1,17,0,35,0,0,0,0,0
0,1,18,1,6,0,0,0,0,1
0,0,19,0,57,1,0,0,0,2
0,0,20,1,58,1,0,0,0,0
0,1,21,0,48,0,0,0,0,0
0,1,22,1,99,0,0,0,0,0
0,0,23,0,32,1,0,0,0,0
0,0,24,1,88,1,0,0,0,0
0,1,25,0,52,0,0,0,0,0
0,1,26,1,73,0,0,0,0,1
0,0,27,0,46,1,0,0,0,0
0,0,28,1,72,1,0,0,0,2
0,1,29,0,82,0,0,0,0,0
0,1,30,1,41,0,0,0,0,1
0,0,31,0,37,1,1,0,0,2
0,0,32,1,28,1,1,0,0,1
0,1,33,0,38,1,0,1,0,0
0,1,34,1,85,1,0,1,0,0
0,0,35,0,49,1,1,1,0,1
0,0,36,1,18,1,1,0,1,1
0,1,1,0,55,0,0,0,0,0
0,1,2,1,54,0,0,0,0,0
0,1,3,0,53,0,0,0,0,0
0,0,4,1,23,0,0,0,0,0
0,0,5,0,45,0,0,0,0,0
0,1,6,1,35,0,0,0,0,0
0,1,7,0,63,0,0,0,0,0
0,0,8,1,43,0,0,0,0,0
0,0,9,0,21,0,0,0,0,2
0,1,10,1,33,0,0,0,0,0
0,1,11,0,69,0,0,0,0,1
0,0,12,1,73,1,0,0,0,1
0,0,13,0,65,1,0,1,0,2
0,1,14,1,83,1,0,1,0,2
0,1,15,0,25,1,0,1,0,2
0,0,16,1,75,1,0,1,0,0
0,0,17,0,34,1,0,1,0,0
0,1,18,1,42,1,0,1,0,0
0,1,19,0,76,1,0,1,0,1
0,0,20,1,74,1,0,1,0,2
0,0,21,0,77,1,0,1,0,2
0,1,22,1,72,1,0,1,0,0
0,1,23,0,44,1,0,1,0,2
0,0,24,1,36,1,0,1,0,0
0,0,25,0,56,1,0,1,0,0
0,1,26,1,11,1,0,1,0,0
0,1,27,0,58,1,0,1,0,1
0,0,28,1,47,0,1,1,0,2
0,0,29,0,14,0,1,1,0,0
0,1,30,1,37,1,0,1,0,2
0,1,31,0,67,1,0,1,0,1
0,0,32,1,85,0,1,1,0,2
0,0,33,0,94,0,1,1,0,0
0,1,34,1,31,1,0,1,0,0
0,1,35,0,5,1,0,1,0,1
0,0,36,1,49,0,1,1,0,0
0,0,37,0,13,0,1,1,0,2
0,1,38,1,52,1,0,1,0,0
0,1,39,0,48,1,0,1,0,0
0,0,40,1,10,0,1,1,0,1
0,0,41,0,61,0,1,1,0,0
0,1,42,1,7,1,0,1,0,2
0,1,43,0,1,1,0,1,0,2
0,0,44,1,62,0,1,1,0,0
0,0,45,0,24,0,1,1,0,1
0,1,46,1,51,1,0,1,0,2
0,1,47,0,41,1,0,1,0,0
0,0,48,1,38,0,1,1,0,1
0,0,49,0,15,0,1,0,1,1
0,1,50,1,12,0,1,0,1,0
0,1,51,0,93,0,1,0,1,0
0,0,52,1,9,0,1,0,1,1
0,1,1,0,45,0,0,0,0,0
0,1,2,1,93,0,0,0,0,0
0,0,3,0,44,0,0,0,0,0
0,0,4,1,55,0,0,0,0,0
0,1,5,0,54,0,0,0,0,0
0,1,6,1,35,0,0,0,0,0
0,0,7,0,39,0,0,0,0,0
0,0,8,1,53,0,0,0,0,1
0,1,9,0,56,1,0,1,0,2
0,1,10,1,57,1,0,1,0,0
0,0,11,0,67,0,0,1,0,0
0,0,12,1,81,0,0,1,0,0
0,1,13,0,22,1,0,1,0,2
0,1,14,1,52,1,0,1,0,0
0,0,15,0,13,0,0,1,0,0
0,0,16,1,68,0,0,1,0,0
0,1,17,0,65,1,0,1,0,0
0,1,18,1,24,1,0,1,0,1
0,0,19,0,46,0,1,1,0,2
0,0,20,1,2,0,1,1,0,0
0,1,21,0,58,1,0,1,0,0
0,1,22,1,87,1,0,1,0,0
0,0,23,0,48,0,1,1,0,0
0,0,24,1,94,0,1,1,0,1
0,1,25,0,75,1,0,1,0,2
0,1,26,1,85,1,0,1,0,0
0,0,27,0,84,0,1,1,0,0
0,0,28,1,89,0,1,1,0,0
0,1,29,0,51,1,0,1,0,0
0,1,30,1,61,1,0,1,0,0
